Name	Set	ImageFile	OfficialSet	Type	Brigade	Strength	Toughness	Class	Identifier	SpecialAbility	Rarity	Reference	Sound	Alignment	Legality
Beast from the Sea (RoJ)	RoJ	117-Beast-from-the-Sea	Revelation of John	Evil Character	Orange	8	9	Territory	Beast, Demon	If an opponent uses a draw or search ability (except on an evil card), you may topdeck a N.T. Lost Soul. Cannot be negated if Red Dragon or The False Prophet is in play.	Common	Revelation 13:1		Evil	Rotation
Beast from the Sea (UL)	Main UL	Beast_from_the_Sea_(UL)	Main Unlimited	Evil Character	Pale Green	10	10				Rare	Revelation 13:1		Evil	
Beast from the Sea (Wa)	War	Beast_from_the_Sea_(Wa)	Warriors	Evil Character	Pale Green	6	6			Character may band to one demon or beast.	Rare	Revelation 13:1		Evil	
Beasts of the Earth (LoC)	LoC	LoC_170-Beasts-of-the-Earth	Lineage of Christ	Evil Character	Crimson/Pale Green	4	4		Generic, Genderless, Animal, Antediluvian	You may discard a territory class character from each opponent. If you do, shuffle this card after battle.	Common	Genesis 7:21		Evil	Rotation
Beaten	Ap	Beaten_(Ap)	Apostles	EE	Gold					Select two N.T. Heroes to decrease 4/4 this turn.  If Hero is reduced to */0 or less, discard.	Common	II Corinthians 6:5		Evil	
Beelzebub (GoC)	GoC	242-Beelzebub-UR	Gospel of Christ	Evil Character	Orange	11	11	Warrior, Star	Demon, Gospel, King	STAR: Discard top card of deck and a Hero. / EC: You may banish a placed orange card on a Hero to discard that Hero. May band to a demon, or you may take a demon from deck or Reserve. Cannot be negated.	Ultra Rare	Matthew 12:24		Evil	Rotation
Beelzebub [UR+] (GoC)	GoC	242-Beelzebub-UR+	Gospel of Christ	Evil Character	Orange	11	11	Warrior, Star	Demon, Gospel, King	STAR: Discard top card of deck and a Hero. / EC: You may banish a placed orange card on a Hero to discard that Hero. May band to a demon, or you may take a demon from deck or Reserve. Cannot be negated.	Ultra Rare	Matthew 12:24		Evil	Rotation
Begging for Freedom	AW	Begging_for_Freedom_(AW)	Angel Wars	EE	Pale Green	0	2			Interrupt the battle and reveal your hand to protect all demons in current battle from removal from the game and discard special abilities on good cards.	Common	Luke 8:31		Evil	
Begging for Grain	Pat	Begging_for_Grain_(Pa)	Patriarchs	EE	Gray	1	2			Negate all enhancements currently in play except this one.  Begging for Grain is negated if O.T. Joseph enters battle.	Common	Genesis 42:7		Evil	
Begging to go Back	10A	Begging_to_go_Back_(H)	10th Anniversary	EE	Gold	2	4			Discard the top two cards of opponent's draw pile.  Then select any card except a dominant card in that opponent's discard pile and return it to the top of that draw pile.	Deck	Exodus 16:3		Evil	
Begging to go Back [IR]	IR	088-Begging-to-go-Back-R	Israel's Rebellion	EE	Brown/Gray/Pale Green	1	4	Territory		Select up to 2: Negate a good or neutral card. Discard the top 2 cards of a deck. Activate an O.T. Curse.	Rare	Exodus 16:3		Evil	Rotation
Beheaded	Di	Beheaded_(Di)	Disciples	EE	Gold	2	2	Territory		Discard a male human Hero, or a captured Hero, or the top card of opponent's deck.	Fixed	Mark 6:27-28		Evil	
Beheaded (GoC)	GoC	219-Beheaded	Gospel of Christ	EE	Gold	5	0	Territory	Gospel	Discard a Hero, a token or a captured character. If played in battle, you may banish that card instead. Cannot be prevented if John the Forerunner is in play.	Common	Mark 6:27		Evil	Rotation
Behemoth (RoJ AB)	RoJ (AB)	RoJ_AB_N25-Behemoth-R	Revelation of John (Alternate Border)	GE/Evil Character	Blue (Brown/Crimson)	1(12)	6(12)		Animal	Negate an opponent’s card. Protect this character from capture. Cannot be prevented by a human Hero.	Rare	Job 40:15		Neutral	Rotation
Behemoth (RoJ)	RoJ	25-Behemoth-R	Revelation of John	GE/Evil Character	Blue/Brown/Crimson	1	6		Animal	Negate an opponent's card. Protect this character from capture. Cannot be prevented by a human Hero.	Rare	Job 40:15		Neutral	Rotation
Behold the Lamb	Di	Behold_the_Lamb_(Di)	Disciples	GE	Green	2	3			Interrupt the battle and reveal a Lamb icon card in your hand to discard up to 3 Evil Enhancements and/or Curses.  Cannot be negated.	Fixed	John 1:35-36		Good	
Belshazzar	Prp	Belshazzar_(Pr)	Prophets	Evil Character	Crimson	5	6				Common	Daniel 5:22-23		Evil	
Belshazzar's Banquet	FoOF	Belshazzar's_Banquet_(FF)	Faith of Our Fathers	EE	Crimson					Discard all Evil Characters in battle. Protect all Lost Souls from rescue by a Hero this turn.	Fixed	Daniel 5:1		Evil	
Belshazzar's Mother	PoC	155-Belshazzars-Mother	Prophecies of Christ	Evil Character	Crimson	2	7	Territory	Babylonian, Royalty	Protect Babylonian royalty in territory from opponents. If this character is blocking, you may choose a human prophet to attack. Cannot be interrupted in battle.	Common	Daniel 5:10		Evil	Rotation
Belt of Truth	TPC	Belt_of_Truth_(PC)	Persecuted Church	GE	Clay/Red/Green			Territory	Armor of God, X = # of your Armor of God Enhancements	Place on your clay, red or green N.T. Hero: Protect Hero from crimson and pale green. If Hero enters battle, look at top X cards of deck, take one to hand and underdeck the rest	Rare	Ephesians 6:14		Good	Rotation
Belt of Truth (Ki)	Ki	Belt_of_Truth_(Ki)	Kings	GE	Multi	3	4			Negate all special abilities on evil cards with the word False, Lies, Deceived, or Deceit in the title.	Ultra Rare	Ephesians 6:14		Good	
Belt of Truth (Wa)	War	Belt_of_Truth_(Wa)	Warriors	GE	Multi	3	4			Hero is immune to Lies.	Ultra Rare	Ephesians 6:14		Good	
Benaiah (FoM)	FoM	129-Benaiah	Fall of Man	Hero	Red	8	8	Warrior	Unity: Heroes (O.T. Red Warrior)	You may discard an animal or take, convert, and equip an evil weapon. Negate special abilities (except band abilities) on other characters and Enhancements (except good weapons).	Common	I Chronicles 11:22		Good	Rotation
Benaiah (Ki)	Ki	Benaiah_(Ki)	Kings	Hero	Green	8	8	Warrior		Negate all special abilities on non-warrior class characters and non-weapon class enhancements.	Rare	I Chronicles 11:22		Good	
Benaiah (Wa)	War	Benaiah_(Wa)	Warriors	Hero	Green	8	8			All special abilities on character cards and enhancement cards except this one are interrupted and prevented.  Battle is determined by the numbers.	Rare	I Chronicles 11:22		Good	
Benaiah Snatches a Spear	Ki	Benaiah_Snatches_a_Spear_(Ki)	Kings	GE	Green	1	1			Negate one evil enhancement in battle.  Add the numbers on that enhancement to this Hero for remainder of turn.  Cannot be negated.	Common	II Samuel 23:21		Good	
Benedictus	Di	Benedictus_(Di)	Disciples	GE	Teal/White	2	4	Territory	Hymn, Prophesy	Negate special abilities on sites and Lost Souls this turn.  Your Heroes have access to all sites this turn.	Fixed	Luke 1:68-69		Good	
Benefiting from Troubles	Ap	Benefiting_from_Troubles_(Ap)	Apostles	GE	Blue					Redirect abilities (*/*) of one Evil Character in battle back on the Evil Character(s) in battle.	Uncommon	II Corinthians 1:6		Good	
Benjamin	FoOF	Benjamin_(FF)	Faith of Our Fathers	Hero	Blue	1	1		Patriarch, son of Jacob	If all of your human Heroes in play are Genesis Heroes, Genesis Enhancements cannot be negated. Otherwise, discard Benjamin after battle.	Fixed	Genesis 49:27		Good	
Benjamin, the Young	IR	044-Benjamin-the-Young	Israel's Rebellion	Hero	Blue	1	4		Patriarch, Son of Jacob	Protect Lost Souls from evil cards. You may exchange this card with a son of Jacob from deck or territory. Cannot be prevented.	Common	Genesis 49:27		Good	Rotation
Bera, King of Sodom	Pat	Bera_King_of_Sodom_(Pa)	Patriarchs	Evil Character	Black	3	4			If an unoccupied Sodom site is in play, capture a red brigade Hero and place in Sodom.	Uncommon	Genesis 14:2		Evil	
Bereans	TEC	Bereans	Early Church	Hero	Clay	9	11		Generic, Berea	You may exchange a good O.T. card in hand with a good N.T. Enhancement in deck or discard pile. May band to a Missionary.	Common	Acts 17:11		Good	Rotation
Bernice	TPC	Bernice_(PC)	Persecuted Church	Evil Character	Gold	2	4		Jewish Queen, Roman	If blocking, take a male, human Evil Character to your territory and convert it to evil gold. Its owner may withdraw a Hero instead. May band to Herod Agrippa I.	Rare	Acts 25:13		Evil	Rotation
Besieged	Pri	Besieged_(Pi)	Priests	Curse	Crimson	1	5			Banding abilities used by human Evil Characters cannot be negated by good cards or Artifacts.  If 3 or more human Evil Characters are in battle while this card is active, you may discard this card to discard an O.T.  Fortress in play.	Uncommon	Deuteronomy 28:52		Evil	
Besieged (PoC)	PoC	051-Besieged	Prophecies of Christ	Curse	Black	1	5			EE: Discard a Hero, Site and/or Fortress. ART: If an opponent uses a search ability, you may take an evil human or skull icon card from Reserve. Cannot be negated.	Common	Deuteronomy 28:52		Evil	Rotation
Besieging the City	Ki	Besieging_the_City_(Ki)	Kings	EE	Gold					Opponent may not draw cards or make a rescue attempt next turn.	Common	II Kings 24:11		Evil	
Best Friends	Pat	Best_Friends_(Pa)	Patriarchs	GE	Red	2	2			Two female Heroes may band into battle this turn.  Cannot be prevented by Household Idols.	Uncommon	Ruth 1:16		Good	
Bethlehem (LoC)	LoC	LoC_020-Bethelehem-R	Lineage of Christ	City	Gold/White/Good					SITE: Your Ruth (and Luke) Heroes cannot be prevented. FORT: If opponent plays a multi-brigade evil card, you may draw 1 (or reserve your Hero to negate that card this turn).	Rare	Ruth 1:22		Good	Rotation
Bethlehem (Promo)	Pmo-P2	Bethlehem	Promo	City	Good/White				Fortress holds a human Hero	(Site) Protect your human Heroes with strength 6 or less from discard abilities.  (Fortress) Each upkeep, you may reserve contents to take a good card matching the reserved Hero's book from deck.	Promo	Matthew 2:6/Micah 5:2		Good	Rotation
Bethlehem Stable (GoC)	GoC	025-Bethlehem-Stable-R	Gospel of Christ	Fortress					[Holds The Manger] Gospel, Nativity	Protect hand, deck and Reserve from opponents. If your nativity Hero is harmed or defeated by an opponent, you may reserve it instead. Each upkeep, you may take a good nativity card from Reserve.	Rare	Luke 2:7		Good	Rotation
Betrayal	Ap	Betrayal_(Ap)	Apostles	EE	Crimson	1	1			All abilities (*/*) on good enhancements are worth half.	Uncommon	Matthew 26:47		Evil	
Betrayal (PoC)	PoC	214-Betrayal	Prophecies of Christ	EE	Black/Crimson	3	2	Territory		(Star) Topdeck an Artifact from Reserve. (EE) Underdeck an opponent’s good card or a good card from an opponent’s hand. If played in battle, you may draw 3.	Common	Zechariah 11:12		Evil	Rotation
Betraying Christ (GoC)	GoC	169-Betraying-Christ	Gospel of Christ	EE	Crimson/Orange	1	5		Gospel	Name a Hero. Discard all copies of the named Hero. If Judas Iscariot is in play, discard all copies of the named Hero from opponent’s hand, deck and Reserve.	Common	Matthew 27:3-4		Evil	Rotation
Better to be Slaves	IR	089-Better-to-be-Slaves	Israel's Rebellion	EE	Brown/Pale Green	0	0			You may capture up to 3 humans. If opponent has hand advantage, you may draw 3. Cannot be prevented.	Common	Exodus 14:12		Evil	Rotation
Bezaleel	Pri	Bezaleel_(Pi)	Priests	Hero	Green	3	2			Search draw pile for The Tabernacle or a Tabernacle Artifact and put it in hand.	Uncommon	Exodus 38:22		Good	
Bezalel, the Builder	IR	065-Bezalel-the-Builder	Israel's Rebellion	Hero	White	9	12		[X = # of your wilderness Heroes] Wilderness	You may take a good O.T. Fortress from deck. You may look at the top X (limit 7) cards of a deck: Topdeck them in any order.	Common	Exodus 38:22		Good	Rotation
Bildad, the Shuhite (RoJ AB)	RoJ (AB)	RoJ_AB_N106-Bildad-the-Shuhite	Revelation of John (Alternate Border)	Evil Character	Brown	3	8			If you control no human Heroes (except Job), you may decrease a Hero 3/3. May band to a Job Evil Character. Cannot be prevented by an O.T. Hero.	Common	Job 8:1-2		Evil	Rotation
Bildad, the Shuhite (RoJ)	RoJ	106-Bildad-the-Shuhite	Revelation of John	Evil Character	Brown	3	8			If you control no human Heroes (except Job), you may decrease a Hero 3/3. May band to a Job Evil Character. Cannot be prevented by an O.T. Hero.	Common	Job 8:1-2		Evil	Rotation
Birth Foretold	Di	Birth_Foretold_(Di)	Disciples	GE	Silver	1	4	Territory	Prophecy	Search deck for Isaac, Samson, John the Baptist, or Son of God. Protect cards with those titles from opponents' cards this turn.	Fixed	Luke 1:31		Good	
Birthing Pains	FoM	009-Birthing-Pains	Fall of Man	Curse	Gray	-X	X		X = # of opponent's good brigades	CURSE: If an opponent puts a human in play, they must discard a card from hand. Limit once per round per player. EE: Opponent must discard X of their cards from hand and/or battle.	Common	Genesis 3:16		Evil	Rotation
Blade of Death	AW	Blade_of_Death_(AW)	Angel Wars	EE	Black	3	2	Weapon		If used by a demon, holder may discard this card to discard a good enhancement in play.	Common	I Corinthians 15:55		Evil	
Blame Shifting	FoM	007-Blame-Shifting	Fall of Man	GE/EE	Blue/Pale Green	1	3			Interrupt and redirect an Enhancement played by an opponent.	Common	Genesis 3:12		Neutral	Rotation
Blasphemies (RoJ AB)	RoJ (AB)	RoJ_AB_N125-Blasphemies-R	Revelation of John (Alternate Border)	EE	Orange	4	2			Negate and discard a good card. You may search deck or Reserve for a Curse or Red Dragon. Cannot be prevented.	Rare	Revelation 13:6		Evil	Rotation
Blasphemies (RoJ)	RoJ	125-Blasphemies-R	Revelation of John	EE	Orange	4	2			Negate and discard a good card. You may search deck or Reserve for a Curse or Red Dragon. Cannot be prevented by an angel.	Rare	Revelation 13:6		Evil	Rotation
Blast of Fire	AW	Blast_of_Fire_(AW)	Angel Wars	EE	Brown	3	0			If used by a demon and Shield of Faith is not in battle, discard a Hero in battle.	Rare	Ephesians 6:12		Evil	
Blemished Sacrifices	Pri	Blemished_Sacrifices_(Pi)	Priests	EE	Black	2	4			Evil Character repels all good Priests.  Negate all special abilities on Enhancements used by good Priests this turn.	Common	Malachi 1:8		Evil	
Bless the Nations	PoC	008-Bless-the-Nations	Prophecies of Christ	GE	Blue/Clay	X	X		X = # of good and evil brigades in play	(Star) Look at the bottom 6 cards of deck: You may topdeck a good card. (HE) Interrupt the battle. Hero may band to up to X humans from Hero’s testament.	Common	Genesis 12:3 (Acts 3:25)		Good	Rotation
Blessing of Joshua	Pat	Blessing_of_Joshua_(Pa)	Patriarchs	GE	Gold	2	3			Immunity on all Evil Characters is negated.	Rare	Joshua 23:2-3		Good	
Blessings	Pat	Blessings_(Pa)	Patriarchs	GE	White	2	3			Negate all special abilities on all characters and enhancements except this one.  Battle is determined by the numbers.	Uncommon	Genesis 27:34		Good	
Blessings for Levi (Roots)	RR	023-Blessings-for-Levi.jpg	Roots	Covenant	Clay	2	5		Based on Prophecy	GE: You may exchange this card with an O.T. clay Enhancement from deck. / A: If your O.T. priest rescues a Lost Soul, you may underdeck an evil card.		Malachi 2:4		Good	Rotation
Blessings for Obedience	Pri	Blessings_for_Obedience_(Pi)	Priests	GE	Green	2	3			Shuffle all Evil Characters with toughness */9 or greater into owner's draw pile.  Cannot be interrupted.	Common	Deuteronomy 28:7		Good	
Blinding Demon	Pri	Blinding_Demon_(Pi)	Priests	Evil Character	Orange	2	2		Generic, Demon	Negate good drawing and good search abilities.  Remove all face-down Heroes in battle, territory or set-aside from the game.  Cannot be interrupted.	Common	Matthew 12:22		Evil	
Blinding Light (Ap)	Ap	Blinding_Light_(Ap)	Apostles	GE	Green	4	4			Set-aside Saul/Paul for two turns.  On turn three he returns as the Hero Paul.	Uncommon	Acts 9:3-4		Good	
Blinding Light (EC)	TEC	Blinding_Light_(EC)	Early Church	Dominant						Convert your N.T. Evil Character to a Hero in any brigade. While it remains in your territory, that Hero is protected from opponents.	Rare	Acts 9:3-4		Good	Rotation
Blindness	Pri	Blindness_(Pi)	Priests	Curse	Orange	0	6			While an evil card is on a Hero, your demons are immune to that Hero.	Uncommon	Deuteronomy 28:28		Evil	
Blindness (PoC)	PoC	047-Blindness	Prophecies of Christ	Curse	Orange	0	6			EE: Negate all other Enhancements. ART: If an opponent searches their deck for one or more cards to take, they must take a random card from deck instead.	Common	Deuteronomy 28:28		Evil	Rotation
Blood Avenger	IR	026-Blood-Avenger-R	Israel's Rebellion	Hero/Evil Character	White/Brown	3 (2)	5 (4)		Generic, Wilderness	You may draw 2. If this character is discarded, you may discard a character of opposite alignment.	Rare	Numbers 35:24		Neutral	Rotation
Blood of the Lamb (H)	10A	Blood_of_the_Lamb_(H)	10th Anniversary	GE	White	2	2			Negate all immune abilties on demons.  Discard a demon in play.	Deck	Revelation 12:11		Good	
Blood of the Lamb (RoJ AB)	RoJ (AB)	RoJ_AB_N57-Blood-of-the-Lamb	Revelation of John (Alternate Border)	GE	Clay/Green/White	2	2			Negate an evil card. If used by a martyr, you may draw 3. You may play an Enhancement.	Common	Revelation 12:11		Good	Rotation
Blood of the Lamb (RoJ)	RoJ	57-Blood-of-the-Lamb	Revelation of John	GE	Clay/Green/White	2	2			Negate an evil card. If used by a martyr, you may draw 3. You may play an Enhancement.	Common	Revelation 12:11		Good	Rotation
Blood of the Lamb (Wa)	War	Blood_of_the_Lamb_(Wa)	Warriors	GE	White	2	2			Discard any demon or beast.	Rare	Revelation 12:11		Good	
Blue Tassels	Pat	Blue_Tassels_(Pa)	Patriarchs	Artifact						No character may be taken prisoner.  Prevents Unholy Writ.	Uncommon	Numbers 15:38		Neutral	
Blue Tassels (Roots)	RR	002-Blue-Tassels.jpg	Roots	Artifact						Protect characters from capture, bounce and reserve abilities.		Numbers 15:38		Neutral	Rotation
Boanerges (GoC)	GoC	123-Boanerges	Gospel of Christ	GE	Purple	X	X		X = # of evil brigades in play	Interrupt the battle. You may topdeck a good Dominant from deck. If used by a disciple in battle, banish an evil card in play or a set-aside area.	Common	Mark 13:17		Good	Rotation
Boasting of Riches	Pri	Boasting_of_Riches_(Pi)	Priests	EE	Gold					Place on a Hero.  Negate that Hero's special ability while this card remains.  If that Hero is captured, discard this card and the top card of that player's draw pile.	Common	Jeremiah 9:23		Evil	
Boasting of Strength	Pri	Boasting_of_Strength_(Pi)	Priests	EE	Crimson					Place on a Hero.  Negate that Hero's special ability while this card remains on that Hero.  If that Hero is discarded, opponent must discard a Site from his territory or a card from hand.	Common	Jeremiah 9:23		Evil	
